id,Country/Region,region,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20
112,Djibouti,AF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,9.0,9.0,9.0,25.0,25.0,36.0,36.0,36.0,41.0,53.0,71.0,73.0,76.0,76.0,102.0,102.0,112.0,183.0,252.0,330.0,373.0,411.0,477.0,498.0,599.0,642.0,672.0,686.0,686.0,713.0,745.0,755.0
113,Hungary,EU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,7.0,16.0,16.0,21.0,21.0,28.0,34.0,34.0,34.0,34.0,37.0,40.0,42.0,43.0,58.0,66.0,67.0,71.0,94.0,96.0,112.0,115.0,118.0,120.0,122.0,192.0,199.0,207.0,231.0,250.0,267.0,287.0,295.0,390.0,458.0,458.0,485.0,498.0,516.0,536.0,581.0,609.0,625.0,629.0,630.0,709.0,759.0
114,Slovakia,EU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0,7.0,3.0,3.0,5.0,10.0,10.0,10.0,8.0,13.0,16.0,23.0,23.0,23.0,23.0,107.0,113.0,151.0,167.0,175.0,213.0,229.0,251.0,258.0,284.0,288.0,355.0,386.0,394.0,403.0,423.0,484.0,524.0,558.0,608.0,619.0,643.0,741.0,762.0
115,Panama,SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,9.0,9.0,9.0,10.0,13.0,13.0,13.0,14.0,16.0,16.0,16.0,17.0,23.0,29.0,61.0,72.0,75.0,98.0,122.0,140.0,165.0,204.0,231.0,271.0,319.0,338.0,338.0,455.0,455.0,527.0,576.0,622.0,641.0,641.0,641.0,823.0,859.0
116,Oman,AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,12.0,12.0,12.0,12.0,17.0,17.0,17.0,17.0,23.0,23.0,23.0,23.0,29.0,34.0,34.0,57.0,57.0,61.0,61.0,61.0,67.0,72.0,109.0,109.0,109.0,109.0,124.0,130.0,131.0,176.0,176.0,176.0,233.0,238.0,238.0,238.0,307.0,325.0,329.0,333.0,364.0,364.0,364.0,495.0,495.0,750.0,750.0,816.0,858.0,888.0
117,Bosnia and Herzegovina,EU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,8.0,17.0,17.0,19.0,20.0,27.0,30.0,30.0,47.0,68.0,79.0,101.0,129.0,139.0,193.0,206.0,236.0,253.0,277.0,320.0,338.0,347.0,381.0,437.0,460.0,485.0,538.0,592.0,624.0,659.0,682.0,710.0,727.0,755.0,779.0,825.0,855.0,911.0,928.0
118,United Kingdom,EU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,18.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,21.0,53.0,67.0,67.0,67.0,67.0,67.0,67.0,140.0,140.0,150.0,151.0,151.0,151.0,171.0,179.0,179.0,192.0,208.0,215.0,229.0,287.0,325.0,345.0,359.0,588.0,622.0,626.0,304.0,323.0,368.0,375.0,394.0,414.0,436.0,446.0,638.0,683.0,712.0,724.0,774.0,778.0,807.0,813.0,857.0,859.0,892.0,896.0,901.0,910.0,926.0,934.0
119,Cameroon,AF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,10.0,10.0,17.0,17.0,17.0,17.0,43.0,60.0,60.0,98.0,98.0,98.0,98.0,130.0,165.0,164.0,164.0,177.0,305.0,305.0,329.0,397.0,668.0,668.0,697.0,786.0,805.0,915.0,934.0,934.0,934.0,953.0,953.0,953.0,953.0,1000.0
120,Cuba,SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,8.0,12.0,13.0,15.0,15.0,15.0,18.0,27.0,27.0,28.0,51.0,77.0,92.0,121.0,132.0,151.0,171.0,192.0,227.0,255.0,285.0,309.0,341.0,365.0,416.0,437.0,501.0,525.0,575.0,617.0,681.0,714.0,765.0,827.0,876.0,954.0,1001.0
121,North Macedonia,EU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,12.0,12.0,17.0,17.0,20.0,20.0,23.0,30.0,30.0,35.0,37.0,41.0,41.0,41.0,44.0,86.0,98.0,121.0,139.0,164.0,179.0,200.0,224.0,272.0,301.0,337.0,374.0,500.0,553.0,589.0,627.0,738.0,807.0,852.0,945.0,992.0,1013.0,1057.0
122,Armenia,AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,14.0,16.0,18.0,28.0,30.0,30.0,30.0,30.0,31.0,33.0,43.0,43.0,57.0,62.0,87.0,114.0,138.0,149.0,173.0,197.0,211.0,265.0,297.0,358.0,402.0,523.0,545.0,580.0,609.0,633.0,659.0,728.0,803.0,833.0,848.0,866.0,900.0,929.0,977.0,1010.0,1035.0,1071.0,1111.0,1135.0
123,New Zealand,AU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,22.0,27.0,37.0,50.0,56.0,63.0,74.0,83.0,92.0,103.0,127.0,156.0,176.0,241.0,282.0,317.0,373.0,422.0,471.0,546.0,628.0,728.0,770.0,816.0,867.0,912.0,974.0,1006.0,1036.0,1095.0,1118.0,1142.0,1180.0,1214.0,1229.0,1241.0,1252.0,1263.0,1266.0,1276.0,1302.0,1316.0,1332.0
124,Greece,EU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,19.0,19.0,19.0,19.0,29.0,36.0,36.0,52.0,52.0,52.0,52.0,52.0,52.0,61.0,78.0,78.0,78.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,577.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0,1374.0
125,Bangladesh,AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,7.0,11.0,11.0,15.0,15.0,19.0,25.0,25.0,25.0,26.0,30.0,33.0,33.0,33.0,33.0,33.0,33.0,36.0,39.0,42.0,42.0,49.0,49.0,58.0,66.0,75.0,85.0,87.0,92.0,108.0,112.0,113.0,122.0,131.0,139.0,150.0,160.0,174.0,177.0,1063.0,1209.0,1403.0,1403.0
126,Kazakhstan,AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,16.0,20.0,21.0,24.0,26.0,27.0,29.0,36.0,42.0,46.0,51.0,54.0,60.0,64.0,81.0,99.0,138.0,203.0,240.0,277.0,347.0,377.0,400.0,447.0,489.0,515.0,560.0,604.0,646.0,682.0,720.0,774.0,819.0,866.0,922.0,985.0,1084.0,1173.0,1279.0,1408.0
127,Philippines,AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,8.0,8.0,13.0,17.0,17.0,20.0,26.0,28.0,31.0,35.0,42.0,42.0,49.0,50.0,51.0,52.0,57.0,64.0,73.0,84.0,96.0,124.0,140.0,157.0,197.0,242.0,295.0,353.0,435.0,487.0,516.0,572.0,613.0,654.0,693.0,722.0,762.0,792.0,862.0,932.0,975.0,1023.0,1043.0,1084.0,1124.0,1214.0,1315.0,1408.0,1506.0
128,Argentina,SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,52.0,52.0,63.0,72.0,72.0,72.0,228.0,240.0,248.0,256.0,266.0,279.0,280.0,325.0,338.0,358.0,365.0,375.0,440.0,468.0,515.0,559.0,596.0,631.0,666.0,685.0,709.0,737.0,840.0,872.0,919.0,976.0,1030.0,1107.0,1140.0,1162.0,1192.0,1256.0,1292.0,1320.0,1354.0,1442.0,1472.0,1524.0
129,Azerbaijan,AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,11.0,10.0,10.0,10.0,10.0,15.0,15.0,15.0,15.0,26.0,26.0,26.0,26.0,32.0,32.0,32.0,44.0,44.0,63.0,101.0,159.0,200.0,250.0,289.0,351.0,404.0,460.0,528.0,590.0,712.0,791.0,865.0,907.0,948.0,1013.0,1080.0,1139.0,1162.0,1221.0,1267.0,1325.0,1365.0,1411.0,1441.0,1480.0,1508.0,1536.0
130,Uzbekistan,AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,7.0,7.0,7.0,12.0,25.0,25.0,25.0,30.0,30.0,30.0,30.0,38.0,42.0,42.0,66.0,85.0,99.0,107.0,129.0,156.0,194.0,225.0,261.0,357.0,450.0,561.0,621.0,707.0,789.0,892.0,992.0,1096.0,1133.0,1212.0,1271.0,1319.0,1405.0,1501.0,1577.0
131,Croatia,EU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,22.0,22.0,37.0,45.0,52.0,67.0,67.0,73.0,88.0,92.0,119.0,125.0,130.0,167.0,179.0,219.0,231.0,323.0,373.0,400.0,415.0,473.0,529.0,600.0,615.0,709.0,771.0,801.0,869.0,883.0,982.0,1034.0,1103.0,1166.0,1232.0,1288.0,1348.0,1421.0,1463.0,1489.0,1522.0,1560.0,1601.0
132,Iraq,AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,15.0,15.0,24.0,26.0,26.0,26.0,32.0,43.0,43.0,49.0,51.0,57.0,57.0,75.0,103.0,105.0,122.0,131.0,143.0,152.0,170.0,182.0,202.0,226.0,259.0,279.0,344.0,373.0,452.0,496.0,550.0,601.0,640.0,717.0,766.0,812.0,856.0,906.0,953.0,1009.0,1043.0,1096.0,1146.0,1171.0,1204.0,1224.0,1263.0,1286.0,1319.0,1346.0,1375.0,1414.0,1473.0,1490.0,1544.0,1571.0,1602.0
133,Singapore,AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,9.0,15.0,15.0,17.0,18.0,18.0,24.0,29.0,34.0,34.0,37.0,37.0,51.0,51.0,53.0,62.0,62.0,62.0,72.0,72.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,96.0,96.0,97.0,105.0,105.0,109.0,114.0,114.0,114.0,124.0,140.0,144.0,144.0,156.0,160.0,172.0,183.0,198.0,212.0,228.0,240.0,245.0,266.0,282.0,297.0,320.0,344.0,377.0,406.0,460.0,492.0,528.0,560.0,586.0,611.0,652.0,683.0,708.0,740.0,768.0,801.0,839.0,896.0,924.0,956.0,1002.0,1060.0,1095.0,1128.0,1188.0,1244.0,1268.0,1347.0,1408.0,1457.0,1519.0,1634.0
134,Moldova,EU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,15.0,18.0,23.0,23.0,26.0,29.0,30.0,37.0,40.0,40.0,50.0,56.0,75.0,94.0,107.0,134.0,171.0,235.0,276.0,391.0,457.0,457.0,505.0,560.0,661.0,755.0,825.0,895.0,925.0,975.0,1114.0,1182.0,1272.0,1334.0,1382.0,1423.0,1544.0,1658.0
135,Iceland,EU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,8.0,0.0,0.0,5.0,5.0,5.0,22.0,36.0,36.0,51.0,56.0,82.0,97.0,114.0,135.0,157.0,198.0,225.0,284.0,309.0,396.0,428.0,460.0,559.0,633.0,688.0,751.0,841.0,889.0,933.0,989.0,1077.0,1144.0,1224.0,1291.0,1291.0,1362.0,1417.0,1462.0,1509.0,1542.0,1570.0,1608.0,1624.0,1636.0,1656.0,1670.0,1689.0,1706.0,1717.0,1723.0,1733.0,1750.0
136,Egypt,AF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0,27.0,27.0,27.0,21.0,27.0,32.0,32.0,32.0,39.0,41.0,56.0,56.0,80.0,95.0,102.0,116.0,121.0,132.0,150.0,157.0,179.0,201.0,216.0,241.0,247.0,259.0,276.0,305.0,348.0,384.0,426.0,589.0,589.0,589.0,589.0,596.0,646.0,701.0,732.0,821.0,870.0,935.0,1004.0,1075.0,1114.0,1176.0,1236.0,1304.0,1335.0,1381.0,1460.0,1522.0,1562.0,1632.0,1730.0,1815.0
137,Bahrain,AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,14.0,22.0,35.0,35.0,44.0,44.0,60.0,77.0,81.0,88.0,100.0,100.0,125.0,149.0,149.0,177.0,177.0,204.0,227.0,265.0,272.0,279.0,295.0,337.0,381.0,382.0,423.0,431.0,458.0,458.0,477.0,519.0,539.0,555.0,558.0,591.0,645.0,663.0,703.0,725.0,755.0,759.0,769.0,784.0,1026.0,1082.0,1113.0,1160.0,1189.0,1218.0,1310.0,1455.0,1500.0,1555.0,1568.0,1718.0,1744.0,1762.0,1860.0
